Name,file,start_date,end_date,avg_return,volatility,skewness,kurtosis,mdd,sharpe,n_obs,regime_id,regime_name
A,A_data.csv,42738,43098,0.3679275823972188,0.169577961567042,0.4415794002706598,5.657754769689938,0.06743164754214481,2.169666264396981,250,2,High-Alpha
AAL,AAL_data.csv,42738,43098,0.1176119423237048,0.2866767668858068,-0.08328668760881465,4.029166729482585,0.2084101807451124,0.4102597625937147,250,1,Stable
AAP,AAP_data.csv,42738,43098,-0.5415543141351472,0.4049327257082536,-2.205680887037288,32.29172400862857,0.5458550260312375,-1.337393299560893,250,0,Downtrend
AAPL,AAPL_data.csv,42738,43098,0.379387287421205,0.18200420756064,0.805504990461016,9.314371189835732,0.08859705317104405,2.08449734490232,250,2,High-Alpha
ABBV,ABBV_data.csv,42738,43098,0.4414952211091808,0.1781486353739291,0.6664906795264401,8.378635297239674,0.07172470978441126,2.478240825041935,250,2,High-Alpha
ABC,ABC_data.csv,42738,43098,0.1065449954486342,0.252787384461244,-1.573238166046324,12.57932384048909,0.2401950612160199,0.4214806671452746,250,1,Stable
ABT,ABT_data.csv,42738,43098,0.3824711939290245,0.138595833966534,0.2372259377454867,3.376581585874563,0.0667104111986001,2.759615372142988,250,2,High-Alpha
ACN,ACN_data.csv,42738,43098,0.2756659422736947,0.1333806995735883,-1.145444295703431,8.361474337452286,0.09187223276407341,2.06676035704555,250,2,High-Alpha
ADBE,ADBE_data.csv,42738,43098,0.5309923304728887,0.21552740813163,1.538178597895927,24.21143826037632,0.09633225458468186,2.463688192030749,250,2,High-Alpha
ADI,ADI_data.csv,42738,43098,0.206960409518408,0.2027924789153824,-0.06582895791995691,5.209416087625444,0.1125233208955224,1.02055268827186,250,2,High-Alpha
ADM,ADM_data.csv,42738,43098,-0.1430209546072306,0.1867117513295121,-2.0205198209924,18.61534364246693,0.1705343836491378,-0.7659986775809562,250,1,Stable
ADP,ADP_data.csv,42738,43098,0.1252187360576071,0.1944070578265324,-0.1993793827192125,18.70060911858942,0.1347237406441847,0.6441059159968286,250,1,Stable
ADS,ADS_data.csv,42738,43098,0.08487718178249451,0.2420549715787573,-0.7293849200721272,12.56307776412533,0.2046339343085005,0.3506525035569371,250,1,Stable
ADSK,ADSK_data.csv,42738,43098,0.3217949576493337,0.3050648097233882,-1.684583093854078,37.71177726102545,0.2030098280098281,1.054841290744466,250,1,Stable
AEE,AEE_data.csv,42738,43098,0.1197938437268995,0.121453370379858,-0.5988047781223031,4.835133315234203,0.09668422683607081,0.9863361004493483,250,2,High-Alpha
AEP,AEP_data.csv,42738,43098,0.160190761327975,0.1095107383121397,-0.09302210832569331,3.313043489633777,0.06192376496490981,1.462785876498993,250,2,High-Alpha
AES,AES_data.csv,42738,43098,-0.07443487286872247,0.2104565432026274,-0.03588798112794905,6.323030081431752,0.1439330543933054,-0.3536828636259441,250,1,Stable
AET,AET_data.csv,42738,43098,0.3873123859721381,0.1924995266514757,2.663797567858422,26.61747399069582,0.07211567918632444,2.012017342117287,250,2,High-Alpha
AFL,AFL_data.csv,42738,43098,0.2314666028394126,0.1128442296135762,-0.2763313106617464,10.15016751529556,0.04846938775510201,2.051204599757089,250,2,High-Alpha
AGN,AGN_data.csv,42738,43098,-0.2810863272264204,0.2114205352890006,-0.121518993744917,5.467906299321172,0.3613898106578176,-1.329512891650711,250,1,Stable
AIG,AIG_data.csv,42738,43098,-0.08962306860442054,0.1682345616305229,-2.941232743243788,27.77217746442334,0.1352678571428572,-0.532726853125762,250,1,Stable
AIV,AIV_data.csv,42738,43098,-0.02797336874501437,0.136065073499218,0.1827173728076096,3.702293854485077,0.08833010960670529,-0.205588164733363,250,1,Stable
AIZ,AIZ_data.csv,42738,43098,0.06951625476824053,0.2036710127235594,0.007535808030520883,11.62069152522269,0.1743671779429754,0.3413163897927597,250,1,Stable
AJG,AJG_data.csv,42738,43098,0.1932546051991509,0.1185423149906028,0.1322017606162202,4.371466471239619,0.06511350059737142,1.630258403629714,250,2,High-Alpha
AKAM,AKAM_data.csv,42738,43098,-0.03846692538312721,0.3441452810395534,-3.200371417668763,34.10800629111998,0.3685320584926886,-0.1117752516231833,250,0,Downtrend
ALB,ALB_data.csv,42738,43098,0.3762518099790352,0.2413764983169819,0.2563061140009067,9.324817972512793,0.1182736201410984,1.558775657955447,250,2,High-Alpha
ALGN,ALGN_data.csv,42738,43098,0.8358682241663101,0.3398509102786763,1.322041697643912,19.02710956644035,0.1720849260114296,2.459514448500084,250,2,High-Alpha
ALK,ALK_data.csv,42738,43098,-0.1813546859969467,0.2813507423885951,-1.953528321200424,17.72797076945733,0.3846767757382282,-0.6445857738184455,250,0,Downtrend
ALL,ALL_data.csv,42738,43098,0.3475935474993102,0.1267826602423364,0.8809610807330692,9.649658136472866,0.08711721224920799,2.74164895132275,250,2,High-Alpha
ALLE,ALLE_data.csv,42738,43098,0.2084042544987464,0.1736415134471282,-0.5225141239210914,11.99853403944415,0.1116569897275569,1.200198330235143,250,2,High-Alpha
ALXN,ALXN_data.csv,42738,43098,-0.02530328551956391,0.3189359419359806,0.1778629813643094,7.854084553992447,0.3251364232921186,-0.07933657575866127,250,1,Stable
AMAT,AMAT_data.csv,42738,43098,0.4740792006206703,0.264919263799848,-0.7396476248301406,5.922924623246884,0.1535714285714285,1.789523320504344,250,2,High-Alpha
AMD,AMD_data.csv,42738,43098,-0.1068895475219394,0.5962168946130316,-1.434858374189477,16.14354795843372,0.3486842105263157,-0.179279635461043,250,0,Downtrend
AME,AME_data.csv,42738,43098,0.3899676192635448,0.1319986775597501,0.5864867557621974,5.471040422578684,0.04549793191218576,2.954329743849315,250,2,High-Alpha
AMG,AMG_data.csv,42738,43098,0.3447980103615347,0.1889637067821797,-0.3022302393843635,7.00350298195554,0.1252120999356386,1.824678485795088,250,2,High-Alpha
AMGN,AMGN_data.csv,42738,43098,0.1441341866541014,0.1743255431943007,-0.4161536896415946,9.076599205376922,0.1619934282584884,0.8268104834955338,250,1,Stable
AMP,AMP_data.csv,42738,43098,0.4188413699256947,0.1958807272068146,-0.1775510225561807,4.994758847430079,0.1118279569892474,2.138246962313316,250,2,High-Alpha
AMT,AMT_data.csv,42738,43098,0.2980465316412775,0.1577083347975937,0.5786105306976375,6.468338239818821,0.09003404924044,1.88985909986176,250,2,High-Alpha
AMZN,AMZN_data.csv,42738,43098,0.4428661379036291,0.2051836621963294,3.078118688024899,33.83624382918286,0.1084726443768996,2.158388894920269,250,2,High-Alpha
ANDV,ANDV_data.csv,42738,43098,0.2550391869613746,0.2045691680007678,-0.2534247898132793,3.386994583920115,0.1525594970812753,1.246713712793794,250,2,High-Alpha
ANSS,ANSS_data.csv,42738,43098,0.4617469475195969,0.194505315482662,1.669007310814559,20.24922030524449,0.08590258313764099,2.373955417998622,250,2,High-Alpha
ANTM,ANTM_data.csv,42738,43098,0.4552362869352543,0.1815982476825989,0.3963653672355524,5.575128504129508,0.08099073089196174,2.506831936676644,250,2,High-Alpha
AON,AON_data.csv,42738,43098,0.1800559131055351,0.1221395642567819,-0.6680047327273031,5.507613170416374,0.125213282583016,1.474181721550864,250,2,High-Alpha
AOS,AOS_data.csv,42738,43098,0.2567616049068729,0.1585655489427873,-0.150146397726857,5.692320369872834,0.07203610484290923,1.619277369004764,250,2,High-Alpha
APA,APA_data.csv,42738,43098,-0.4158459841150302,0.3315977994916642,-0.35576035061895,5.457189770497369,0.3984007525870179,-1.254067381485998,250,0,Downtrend
APC,APC_data.csv,42738,43098,-0.2719233717987793,0.2693388900141087,-0.07311225253280508,6.628858548994834,0.435182603847226,-1.009595650240243,250,1,Stable
APD,APD_data.csv,42738,43098,0.1357939150833934,0.1351358230217031,0.228102626701315,9.625501931702274,0.09750688797795837,1.004869856467183,250,2,High-Alpha
APH,APH_data.csv,42738,43098,0.2660832497177348,0.1191379066244886,-0.07031607738385823,3.98897086021783,0.04856917826201101,2.233405447994012,250,2,High-Alpha
ARE,ARE_data.csv,42738,43098,0.1676539905491098,0.1377694763436927,-0.6214826767560608,5.581744564502743,0.1020170996928695,1.216916801881894,250,2,High-Alpha
ARNC,ARNC_data.csv,42738,43098,0.3534695247783592,0.3221324113584947,-0.6233185178531587,10.20104258778842,0.2851063829787234,1.097280224885505,250,1,Stable
ATVI,ATVI_data.csv,42738,43098,0.5514371807685345,0.3011692499306878,2.627262198286447,28.75450497705867,0.1142684401451027,1.830987661905869,250,2,High-Alpha
AVB,AVB_data.csv,42738,43098,0.01016441026872206,0.1322015754580933,-0.0244701396517911,5.401036403523856,0.1182822702159718,0.07688569696315072,250,1,Stable
AVGO,AVGO_data.csv,42738,43098,0.3679150239163775,0.2403225196128406,0.3986059898825918,6.332253011806741,0.09880368699745046,1.53092196482081,250,2,High-Alpha
AVY,AVY_data.csv,42738,43098,0.4971665167299094,0.1634343262601982,2.478346283558798,22.17922813978294,0.03726328649969457,3.04199569396693,250,2,High-Alpha
AWK,AWK_data.csv,42738,43098,0.237986128496491,0.1298660280286155,-0.633004736166602,4.471388550117838,0.07064344819068791,1.832551069045183,250,2,High-Alpha
AXP,AXP_data.csv,42738,43098,0.2783111646095048,0.1303816468687487,1.247651225703108,11.38479405696386,0.0777587890625,2.134588504543683,250,2,High-Alpha
AYI,AYI_data.csv,42738,43098,-0.2879339467189318,0.3639664129829324,-2.460553995438302,21.26544161183874,0.3481015296128037,-0.7911003225795837,250,0,Downtrend
AZO,AZO_data.csv,42738,43098,-0.1075401460546686,0.2710243662197369,-2.223047260463181,18.21678569540118,0.3786538655377482,-0.3967914308024945,250,0,Downtrend
BA,BA_data.csv,42738,43098,0.635660444925191,0.1755641134510318,2.315949599880347,21.16264609667953,0.05088010272323573,3.620674136816058,250,2,High-Alpha
BAC,BAC_data.csv,42738,43098,0.2723820072504238,0.2171613201609603,-0.3714453599188904,5.84318690429056,0.128235294117647,1.254284174771704,250,2,High-Alpha
BAX,BAX_data.csv,42738,43098,0.3776909970369394,0.1322039145924559,0.1147583920058789,6.24736359264059,0.05615482233502533,2.856882099151488,250,2,High-Alpha
BBT,BBT_data.csv,42738,43098,0.05713876971103733,0.174432028567903,-0.2530465219582027,5.260784312610462,0.1619718309859156,0.3275704019505473,250,1,Stable
BBY,BBY_data.csv,42738,43098,0.4745589478319327,0.357523168138709,1.373481436291023,27.79507297365785,0.1581559148391227,1.327351595988927,250,2,High-Alpha
BDX,BDX_data.csv,42738,43098,0.261477415301186,0.1589531136947227,1.075387827283683,15.44508589037807,0.06842386811262946,1.644997126658155,250,2,High-Alpha
BEN,BEN_data.csv,42738,43098,0.06957804833234371,0.1697113062119924,-0.433823723982892,4.322837595314078,0.1444585448392555,0.4099788628427108,250,1,Stable
BF.B,BF.B_data.csv,42738,43098,0.4242407233286969,0.1953950347618383,0.2549713436971516,13.08217511493996,0.1695361911454673,2.17119500424252,250,2,High-Alpha
BIIB,BIIB_data.csv,42738,43098,0.08878672958544008,0.2314673766780397,-0.3054233424857143,5.160023364995529,0.1755066550732393,0.3835820445182574,250,1,Stable
BK,BK_data.csv,42738,43098,0.1169489232819313,0.1479774066603834,-0.4869899975445839,4.977769389919136,0.09936358037364001,0.7903160754150517,250,2,High-Alpha
BLK,BLK_data.csv,42738,43098,0.2869858301409778,0.1394312921114037,-0.03729735841595435,3.880411486483572,0.0596568873477209,2.058259848238945,250,2,High-Alpha
BLL,BLL_data.csv,42738,43098,-0.0006655662176430201,0.1659810291874408,0.302010964843143,7.234467962186709,0.1250873515024458,-0.004009893304682444,250,1,Stable
BMY,BMY_data.csv,42738,43098,0.03056044551390723,0.232450835063045,-2.69840782790438,21.96245280392845,0.2213537335772493,0.1314705774475651,250,1,Stable
BRK.B,BRK.B_data.csv,42738,43098,0.1920726059075602,0.1097106952532219,0.5290301679429428,4.992442816169899,0.09036552346570403,1.75071906585078,250,2,High-Alpha
BSX,BSX_data.csv,42738,43098,0.1258663074412645,0.1825985414111147,-0.6576808160702516,15.2004894868558,0.1681208053691275,0.6893062040286545,250,1,Stable
BWA,BWA_data.csv,42738,43098,0.2449045455642087,0.2245150242877598,-0.72056066907293,5.23759738376541,0.1356086461888509,1.0908158433545,250,2,High-Alpha
BXP,BXP_data.csv,42738,43098,0.02233908152175812,0.1548986202419025,-0.439386157815303,5.606376103785327,0.1585644838432942,0.1442174338730168,250,1,Stable
C,C_data.csv,42738,43098,0.2071041622798902,0.1757897154666161,0.07899145129634232,3.922346850077406,0.09330727894479718,1.178135829676685,250,2,High-Alpha
CA,CA_data.csv,42738,43098,0.03044062343228531,0.2188240304723018,0.7661417314843297,44.14086061634482,0.1382681564245809,0.139110057367024,250,1,Stable
CAG,CAG_data.csv,42738,43098,-0.05442933896509959,0.1619762259438341,-0.222860841633137,4.798919086893919,0.2185542168674699,-0.336032887838572,250,1,Stable
CAH,CAH_data.csv,42738,43098,-0.1968022286810982,0.2431771063726597,-2.724814307999851,21.6512732609844,0.3436754176610979,-0.8092958733521002,250,0,Downtrend
CAT,CAT_data.csv,42738,43098,0.5208788311628125,0.202111584641734,0.912446236715847,9.161746883201635,0.07705514037568162,2.577184440397764,250,2,High-Alpha
CB,CB_data.csv,42738,43098,0.1047252532794097,0.1318578440750568,0.5488908965509522,6.859010918414278,0.1000200173483686,0.7942284663762402,250,2,High-Alpha
CBG,CBG_data.csv,42738,43098,0.3187056626778866,0.196868159796124,0.5544539130960122,7.604283632965588,0.1084271205050783,1.618878659748417,250,2,High-Alpha
CBOE,CBOE_data.csv,42738,43098,0.538707383668717,0.1379628822706342,0.4086052416794622,4.620667461169796,0.03669384729429204,3.904726943961378,250,2,High-Alpha
CBS,CBS_data.csv,42738,43098,-0.08812026482552741,0.2146881754937627,-0.03722810414534243,3.598792908170532,0.216515609264854,-0.4104570017554951,250,1,Stable
CCI,CCI_data.csv,42738,43098,0.2479817750036754,0.1562843113337807,0.2090184399984679,6.305315637800888,0.08179638509775,1.586734924877098,250,2,High-Alpha
CCL,CCL_data.csv,42738,43098,0.2432432405616951,0.1653653489593258,-0.4607348664583498,4.254707056510593,0.08606793321819228,1.470944439645119,250,2,High-Alpha
CDNS,CDNS_data.csv,42738,43098,0.5049984432603519,0.1981753091740548,2.385986446988996,28.9663157908196,0.08289473684210524,2.548240975957396,250,2,High-Alpha
CELG,CELG_data.csv,42738,43098,-0.1302073745073939,0.2923068246115251,-4.470055550170782,41.85596612126429,0.32998907998908,-0.4454476034914311,250,0,Downtrend
CERN,CERN_data.csv,42738,43098,0.3130305844823613,0.2137501814633959,-0.5093486270463042,13.97584277422249,0.1194780481174391,1.464469327414194,250,2,High-Alpha
CF,CF_data.csv,42738,43098,0.2910899187935897,0.3873395973479631,0.08104188991994574,5.384540009256312,0.3077340569877883,0.7515108725950671,250,1,Stable
CFG,CFG_data.csv,42738,43098,0.1588314129852245,0.2461021243612925,-0.4233247609154028,6.089978013375331,0.1896943672644609,0.6453882240855855,250,1,Stable
CHD,CHD_data.csv,42738,43098,0.1245182745824601,0.1481755362643281,0.2556572595651063,6.393041173480581,0.1947955390334573,0.8403429994026397,250,1,Stable
CHK,CHK_data.csv,42738,43098,-0.5626371183180927,0.4868450402358173,-0.1638234159601582,4.490951058129506,0.5111420612813371,-1.155680086718278,250,0,Downtrend
CHRW,CHRW_data.csv,42738,43098,0.2028545185880677,0.1859145149910021,-1.032221707927262,8.540571441162664,0.1963888201830324,1.091117165315927,250,1,Stable
CHTR,CHTR_data.csv,42738,43098,0.1630992522909288,0.2455815575882968,0.04838755117058367,8.896070961398847,0.2141863354037267,0.664134774176957,250,1,Stable
CI,CI_data.csv,42738,43098,0.4062797329540192,0.1572642270562082,-0.02794510850761608,2.993014496270969,0.05311688311688312,2.583421166778188,250,2,High-Alpha
CINF,CINF_data.csv,42738,43098,-0.01096535090343839,0.1715625397808569,-1.618277053306389,15.15099520358854,0.1285394932935916,-0.06391459882469001,250,1,Stable
CL,CL_data.csv,42738,43098,0.1419360182787363,0.155443418998121,0.5274604424895418,11.22781554347628,0.1039751391946135,0.913104068307015,250,2,High-Alpha
CLX,CLX_data.csv,42738,43098,0.2078939460336244,0.1390923420899777,-0.03872193348330495,5.114915707898883,0.112150194828197,1.494646958343253,250,2,High-Alpha
CMA,CMA_data.csv,42738,43098,0.2320367576166656,0.2264223897669354,-0.8361123050128586,7.036492179482122,0.1431609730160841,1.024795992372968,250,2,High-Alpha
CMCSA,CMCSA_data.csv,42738,43098,0.1496325340127638,0.1958572335496799,-0.5098470225329075,6.531056709046982,0.16289592760181,0.7639877848821397,250,1,Stable
CME,CME_data.csv,42738,43098,0.2462019334871575,0.153374717385995,0.06326774385148884,5.916075998197486,0.09354330708661418,1.605231538047735,250,2,High-Alpha
CMG,CMG_data.csv,42738,43098,-0.2618602716420774,0.31368099273836,-2.204756527784539,18.25406461256998,0.45841899463861,-0.8347980199759629,250,0,Downtrend
CMI,CMI_data.csv,42738,43098,0.2358442463385388,0.1798466125505003,-0.0812576482553908,7.419750006380528,0.1161075686165789,1.311363294498052,250,2,High-Alpha
CMS,CMS_data.csv,42738,43098,0.1311349917580651,0.1111726285799249,-0.3048898879810301,3.238389078049164,0.07398615232443118,1.179561852887096,250,2,High-Alpha
CNC,CNC_data.csv,42738,43098,0.552543351113979,0.2697601362447433,0.186493540509781,4.906797070299874,0.09817729908864958,2.04827651263001,250,2,High-Alpha
CNP,CNP_data.csv,42738,43098,0.1437809641993109,0.1296038933203071,-0.2414520129730494,3.105512194846613,0.08801313628899832,1.109387692883316,250,2,High-Alpha
COF,COF_data.csv,42738,43098,0.1146970071713618,0.2085099307769188,0.8607398832613572,8.131531392983307,0.1997503121098627,0.5500793499091139,250,1,Stable
COG,COG_data.csv,42738,43098,0.2490041475782308,0.2855655351411338,0.9631839430765358,7.889100402536189,0.1396558623449379,0.8719684868664789,250,2,High-Alpha
COL,COL_data.csv,42738,43098,0.3793004108483142,0.2788287684955953,2.752012312339506,51.78521251895313,0.1157629652947194,1.360334562659398,250,2,High-Alpha
COO,COO_data.csv,42738,43098,0.2200481164949518,0.2086504288452031,-0.1195612592673018,11.47944065342525,0.145233424872499,1.054625757123196,250,2,High-Alpha
COP,COP_data.csv,42738,43098,0.08183145331449561,0.3017815248193338,0.9893197758023403,23.35755283925509,0.1702459976571652,0.2711612427682088,250,1,Stable
COST,COST_data.csv,42738,43098,0.1541299910719768,0.1971420514458306,-1.601659317357002,12.32358727634748,0.1754453274869827,0.781821990496673,250,1,Stable
COTY,COTY_data.csv,42738,43098,0.06380552839474639,0.3314659629284285,0.578097996340472,14.10337336776709,0.3008763388510224,0.1924949633773515,250,1,Stable
CPB,CPB_data.csv,42738,43098,-0.2333164031077362,0.2341725889013746,-1.570403417885555,12.14040817946555,0.2930764411027569,-0.9963437830291955,250,1,Stable
CRM,CRM_data.csv,42738,43098,0.3740136139767035,0.1566605173660668,-0.5090112064860199,6.118171068488586,0.08226102941176472,2.387414648342762,250,2,High-Alpha
CSCO,CSCO_data.csv,42738,43098,0.2282238971672816,0.1593182390528071,-1.447483263229997,18.02485060247849,0.1181765389082461,1.432503262175997,250,2,High-Alpha
CSRA,CSRA_data.csv,42738,43098,-0.06900563284663261,0.210963758471482,-1.119882983418875,9.383587251735847,0.1821152703505644,-0.3270970964236057,250,1,Stable
CSX,CSX_data.csv,42738,43098,0.4304727319816696,0.320212863139987,4.089912287910906,47.78642191118793,0.1277405327052001,1.344333040716982,250,2,High-Alpha
CTAS,CTAS_data.csv,42738,43098,0.2947600209176925,0.1749185624423558,2.547574203080633,20.39173673627632,0.05851332803583031,1.685127163189615,250,2,High-Alpha
CTL,CTL_data.csv,42738,43098,-0.4219168797714443,0.3388338242503355,-0.1711825572857112,5.348386676365938,0.5012815818381545,-1.245202956655608,250,0,Downtrend
CTSH,CTSH_data.csv,42738,43098,0.2301939054562028,0.1605413208897989,-0.1256671444967753,7.061382675893411,0.1069638845688612,1.433860791604025,250,2,High-Alpha
CTXS,CTXS_data.csv,42738,43098,-0.02410758815483328,0.3292182625434461,-6.621860653087221,82.23590033297921,0.2559013996239816,-0.07322676442243804,250,0,Downtrend
CVS,CVS_data.csv,42738,43098,-0.1036279745654761,0.2192498491512949,-0.6867008839886114,5.949524031648466,0.2040038131553862,-0.4726478716706753,250,1,Stable
